gene	ORF	class
LRS4	YDR439W	NONE
LSB1	YGR136W	NONE
LSB3	YFR024C-A	NONE
LSB5	YCL034W	NONE
LSB6	YJL100W	NONE
LSC1	YOR142W	NONE
LSC2	YGR244C	NONE
LSG1	YGL099W	STRUCTURE
LSM1	YJL124C	NONE
LSM12	YHR121W	NONE
LSM2	YBL026W	NONE
LSM3	YLR438C-A	NONE
LSM4	YER112W	NONE
LSM5	YER146W	NONE
LSM6	YDR378C	NONE
LSM7	YNL147W	NONE
LSM8	YJR022W	NONE
LSO1	YJR005C-A	NONE
LSO2	YGR169C-A	NONE
LSP1	YPL004C	INPUT
LSR1	YNCB0019C	NONE
LST4	YKL176C	INPUT
LST7	YGR057C	NONE
LST8	YNL006W	INPUT
LTE1	YAL024C	BOTH
LTO1	YNL260C	NONE
LTP1	YPR073C	NONE
LTV1	YKL143W	BOTH
LUC7	YDL087C	NONE
LUG1	YLR352W	NONE
LYP1	YNL268W	INPUT
LYS1	YIR034C	NONE
LYS12	YIL094C	NONE
LYS14	YDR034C	NONE
LYS2	YBR115C	NONE
LYS20	YDL182W	STRUCTURE
LYS21	YDL131W	NONE
LYS4	YDR234W	NONE
LYS5	YGL154C	NONE
LYS9	YNR050C	NONE
MAC1	YMR021C	NONE
MAD1	YGL086W	STRUCTURE
MAD2	YJL030W	STRUCTURE
MAD3	YJL013C	STRUCTURE
MAE1	YKL029C	NONE
MAF1	YDR005C	NONE
MAG1	YER142C	STRUCTURE
MAG2	YLR427W	NONE
MAK10	YEL053C	NONE
MAK11	YKL021C	STRUCTURE
MAK16	YAL025C	STRUCTURE
MAK21	YDR060W	STRUCTURE
MAK3	YPR051W	NONE
MAK31	YCR020C-A	NONE
MAK32	YCR019W	NONE
MAK5	YBR142W	STRUCTURE
MAL11	YGR289C	INPUT
MAL12	YGR292W	NONE
MAL13	YGR288W	NONE
MAL21		NONE
MAL22		NONE
MAL23		NONE
MAL31	YBR298C	INPUT
MAL32	YBR299W	NONE
MAL33	YBR297W	NONE
MAL41		NONE
MAL42		NONE
MAL43		NONE
MAL61		NONE
MAL62		NONE
MAL63		NONE
MAM1	YER106W	NONE
MAM3	YOL060C	BOTH
MAM33	YIL070C	NONE
MAN2	YNR073C	NONE
MAP1	YLR244C	NONE
MAP2	YBL091C	NONE
MAS1	YLR163C	NONE
MAS2	YHR024C	NONE
MATA1		NONE
MATA2		NONE
MATALPHA1	YCR040W	NONE
MATALPHA2	YCR039C	NONE
MAY24	YPR153W	NONE
MBA1	YBR185C	NONE
MBB1	YJL199C	NONE
MBF1	YOR298C-A	NONE
MBP1	YDL056W	STRUCTURE
MBR1	YKL093W	NONE
MCA1	YOR197W	NONE
MCD1	YDL003W	STRUCTURE
MCD4	YKL165C	STRUCTURE
MCH1	YDL054C	INPUT
MCH2	YKL221W	INPUT
MCH4	YOL119C	INPUT
MCH5	YOR306C	INPUT
MCK1	YNL307C	INPUT
MCM1	YMR043W	STRUCTURE
MCM10	YIL150C	STRUCTURE
MCM16	YPR046W	STRUCTURE
MCM2	YBL023C	STRUCTURE
MCM21	YDR318W	STRUCTURE
MCM22	YJR135C	STRUCTURE
MCM3	YEL032W	STRUCTURE
MCM4	YPR019W	STRUCTURE
MCM5	YLR274W	STRUCTURE
MCM6	YGL201C	STRUCTURE
MCM7	YBR202W	STRUCTURE
MCO10	YOR020W-A	NONE
MCO12	YKL018C-A	NONE
MCO14	YHL018W	NONE
MCO32	YGR053C	NONE
MCO6	YJL127C-B	NONE
MCP1	YOR228C	STRUCTURE
MCR1	YKL150W	INPUT
MCT1	YOR221C	NONE
MCX1	YBR227C	NONE
MCY1	YGR012W	NONE
MDE1	YJR024C	NONE
MDG1	YNL173C	INPUT
MDH1	YKL085W	NONE
MDH2	YOL126C	NONE
MDH3	YDL078C	NONE
MDJ1	YFL016C	BOTH
MDJ2	YNL328C	NONE
MDL1	YLR188W	INPUT
MDL2	YPL270W	INPUT
MDM1	YML104C	NONE
MDM10	YAL010C	STRUCTURE
MDM12	YOL009C	STRUCTURE
MDM20	YOL076W	NONE
MDM30	YLR368W	STRUCTURE
MDM31	YHR194W	STRUCTURE
MDM32	YOR147W	STRUCTURE
MDM34	YGL219C	STRUCTURE
MDM35	YKL053C-A	STRUCTURE
MDM36	YPR083W	STRUCTURE
MDM38	YOL027C	INPUT
MDR1	YGR100W	NONE
MDS3	YGL197W	INPUT
MDV1	YJL112W	NONE
MDY2	YOL111C	NONE
MEC1	YBR136W	STRUCTURE
MEC3	YLR288C	STRUCTURE
MED1	YPR070W	NONE
MED11	YMR112C	NONE
MED2	YDL005C	NONE
MED4	YOR174W	NONE
MED6	YHR058C	NONE
MED7	YOL135C	NONE
MED8	YBR193C	NONE
MEF1	YLR069C	NONE
MEF2	YJL102W	NONE
MEH1	YKR007W	INPUT
MEI4	YER044C-A	NONE
MEI5	YPL121C	STRUCTURE
MEK1	YOR351C	INPUT
MEL1		NONE
MEL10		NONE
MEL2		NONE
MEL3		NONE
MEL4		NONE
MEL5		NONE
MEL6		NONE
MEL7		NONE
MEL8		NONE
MEL9		NONE
MEO1	YBR126W-A	NONE
MEP1	YGR121C	NONE
MEP2	YNL142W	NONE
MEP3	YPR138C	NONE
MER1	YNL210W	NONE
MES1	YGR264C	NONE
MET1	YKR069W	NONE
MET10	YFR030W	NONE
MET12	YPL023C	NONE
MET13	YGL125W	NONE
MET14	YKL001C	NONE
MET16	YPR167C	NONE
MET17	YLR303W	NONE
MET18	YIL128W	STRUCTURE
MET2	YNL277W	NONE
MET22	YOL064C	NONE
MET28	YIR017C	NONE
MET3	YJR010W	NONE
MET30	YIL046W	STRUCTURE
MET31	YPL038W	NONE
MET32	YDR253C	STRUCTURE
MET4	YNL103W	NONE
MET5	YJR137C	NONE
MET6	YER091C	NONE
MET7	YOR241W	NONE
MET8	YBR213W	NONE
MEU1	YLR017W	NONE
MEX67	YPL169C	INPUT
MF(ALPHA)1	YPL187W	NONE
MF(ALPHA)2	YGL089C	NONE
MFA1	YDR461W	NONE
MFA2	YNL145W	NONE
MFB1	YDR219C	STRUCTURE
MFG1	YDL233W	NONE
MFM1	YPL060W	INPUT
MFT1	YML062C	NONE
MGA1	YGR249W	NONE
MGA2	YIR033W	NONE
MGE1	YOR232W	STRUCTURE
MGL2	YMR210W	NONE
MGM1	YOR211C	STRUCTURE
MGM101	YJR144W	STRUCTURE
MGP12	YDR286C	NONE
MGR1	YCL044C	NONE
MGR2	YPL098C	NONE
MGR3	YMR115W	NONE
MGS1	YNL218W	STRUCTURE
MGT1	YDL200C	STRUCTURE
MHF1	YOL086W-A	STRUCTURE
MHF2	YDL160C-A	STRUCTURE
MHO1	YJR008W	NONE
MHP1	YJL042W	NONE
MHR1	YDR296W	INPUT
MHT1	YLL062C	NONE
MIA40	YKL195W	STRUCTURE
MIC10	YCL057C-A	NONE
MIC12	YBR262C	NONE
MIC19	YFR011C	NONE
MIC26	YGR235C	NONE
MIC27	YNL100W	NONE
MIC60	YKR016W	NONE
MID1	YNL291C	INPUT
MID2	YLR332W	INPUT
MIF2	YKL089W	STRUCTURE
MIG1	YGL035C	NONE
MIG2	YGL209W	NONE
MIG3	YER028C	NONE
MIH1	YMR036C	STRUCTURE
MIL1	YFL034W	NONE
MIM1	YOL026C	NONE
MIM2	YLR099W-A	NONE
MIN10	YFR032C-B	NONE
MIN3	YMR182W-A	NONE
MIN4	YML007C-A	NONE
MIN6	YBL039W-B	NONE
MIN7	YBR201C-A	NONE
MIN9	YKL023C-A	NONE
MIP1	YOR330C	STRUCTURE
MIP6	YHR015W	NONE
MIR1	YJR077C	INPUT
MIS1	YBR084W	NONE
MIT1	YEL007W	NONE
MIX14	YDR031W	NONE
MIX17	YMR002W	STRUCTURE
MIX23	YBL107C	NONE
MIY2	YPL191C	NONE
MIY3	YGL082W	NONE
MKC7	YDR144C	NONE
MKK1	YOR231W	INPUT
MKK2	YPL140C	INPUT
MKS1	YNL076W	NONE
MKT1	YNL085W	NONE
MLC1	YGL106W	STRUCTURE
MLC2	YPR188C	STRUCTURE
MLF3	YNL074C	NONE
MLG1	YDR018C	NONE
MLH1	YMR167W	STRUCTURE
MLH2	YLR035C	STRUCTURE
MLH3	YPL164C	STRUCTURE
MLO1	YMR252C	NONE
MLO127	YJR039W	NONE
MLO50	YLR049C	NONE
MLP1	YKR095W	STRUCTURE
MLP2	YIL149C	NONE
MLS1	YNL117W	NONE
MME1	YMR166C	INPUT
MMF1	YIL051C	NONE
MMM1	YLL006W	STRUCTURE
MMO1	YKL044W	NONE
MMP1	YLL061W	INPUT
MMR1	YLR190W	STRUCTURE
MMS1	YPR164W	STRUCTURE
MMS2	YGL087C	NONE
MMS21	YEL019C	STRUCTURE
MMS22	YLR320W	STRUCTURE
MMS4	YBR098W	STRUCTURE
MMT1	YMR177W	INPUT
MMT2	YPL224C	INPUT
MNC1	YBR056W-A	NONE
MND1	YGL183C	NONE
MND2	YIR025W	STRUCTURE
MNE1	YOR350C	NONE
MNL1	YHR204W	NONE
MNL2	YLR057W	NONE
MNN1	YER001W	NONE
MNN10	YDR245W	NONE
MNN11	YJL183W	NONE
MNN14	YJR061W	NONE
MNN2	YBR015C	NONE
MNN4	YKL201C	NONE
MNN5	YJL186W	NONE
MNN9	YPL050C	NONE
MNP1	YGL068W	NONE
MNR2	YKL064W	INPUT
MNS1	YJR131W	NONE
MNT2	YGL257C	NONE
MNT3	YIL014W	NONE
MNT4	YNR059W	NONE
MOB1	YIL106W	BOTH
MOB2	YFL034C-B	BOTH
MOD5	YOR274W	NONE
MOG1	YJR074W	NONE
MOH1	YBL049W	NONE
MON1	YGL124C	NONE
MON2	YNL297C	NONE
MOR1	YDR366C	NONE
MOT1	YPL082C	NONE
MOT2	YER068W	NONE
MOT3	YMR070W	INPUT
MPA43	YNL249C	NONE
MPC1	YGL080W	NONE
MPC2	YHR162W	NONE
MPC3	YGR243W	NONE
MPC54	YOR177C	STRUCTURE
MPD1	YOR288C	STRUCTURE
MPD2	YOL088C	STRUCTURE
MPE1	YKL059C	NONE
MPF1	YNL144C	NONE
MPH1	YIR002C	STRUCTURE
MPH2	YDL247W	INPUT
MPH3	YJR160C	INPUT
MPM1	YJL066C	NONE
MPO1	YGL010W	NONE
MPP10	YJR002W	STRUCTURE
MPP6	YNR024W	NONE
MPR1		NONE
MPS1	YDL028C	BOTH
MPS2	YGL075C	NONE
MPS3	YJL019W	NONE
MPT5	YGL178W	NONE
MRA1	YPR010C-A	NONE
MRC1	YCL061C	BOTH
MRD1	YPR112C	NONE
MRE11	YMR224C	STRUCTURE
MRF1	YGL143C	NONE
MRH1	YDR033W	NONE
MRH4	YGL064C	NONE
MRI1	YPR118W	NONE
MRK1	YDL079C	INPUT
MRL1	YPR079W	NONE
MRM1	YOR201C	NONE
MRM2	YGL136C	NONE
MRN1	YPL184C	NONE
MRP1	YDR347W	NONE
MRP10	YDL045W-A	NONE
MRP13	YGR084C	NONE
MRP17	YKL003C	NONE
MRP2	YPR166C	NONE
MRP20	YDR405W	NONE
MRP21	YBL090W	NONE
MRP35	YNL122C	NONE
MRP4	YHL004W	NONE
MRP49	YKL167C	NONE
MRP51	YPL118W	NONE
MRP7	YNL005C	NONE
MRP8	YKL142W	NONE
MRPL1	YDR116C	NONE
MRPL10	YNL284C	NONE
MRPL11	YDL202W	NONE
MRPL13	YKR006C	NONE
MRPL15	YLR312W-A	NONE
MRPL16	YBL038W	NONE
MRPL17	YNL252C	NONE
MRPL19	YNL185C	NONE
MRPL20	YKR085C	NONE
MRPL22	YNL177C	NONE
MRPL23	YOR150W	NONE
MRPL24	YMR193W	NONE
MRPL25	YGR076C	NONE
MRPL27	YBR282W	NONE
MRPL28	YDR462W	NONE
MRPL3	YMR024W	NONE
MRPL31	YKL138C	NONE
MRPL32	YCR003W	NONE
MRPL33	YMR286W	NONE
MRPL35	YDR322W	NONE
MRPL36	YBR122C	NONE
MRPL37	YBR268W	NONE
MRPL38	YKL170W	NONE
MRPL39	YML009C	NONE
MRPL4	YLR439W	NONE
MRPL40	YPL173W	NONE
MRPL44	YMR225C	NONE
MRPL49	YJL096W	NONE
MRPL50	YNR022C	NONE
MRPL51	YPR100W	NONE
MRPL6	YHR147C	NONE
MRPL7	YDR237W	NONE
MRPL8	YJL063C	NONE
MRPL9	YGR220C	NONE
MRPS12	YNR036C	NONE
MRPS16	YPL013C	NONE
MRPS17	YMR188C	NONE
MRPS18	YNL306W	NONE
MRPS28	YDR337W	NONE
MRPS35	YGR165W	NONE
MRPS5	YBR251W	NONE
MRPS8	YMR158W	NONE
MRPS9	YBR146W	NONE
MRS1	YIR021W	NONE
MRS2	YOR334W	INPUT
MRS3	YJL133W	NONE
MRS4	YKR052C	INPUT
MRS6	YOR370C	INPUT
MRT4	YKL009W	STRUCTURE
MRX1	YER077C	NONE
MRX10	YDR282C	NONE
MRX11	YPL041C	NONE
MRX12	YJR003C	NONE
MRX14	YDR115W	NONE
MRX15	YNR040W	NONE
MRX16	YDR132C	NONE
MRX18	YBR056W	NONE
MRX19	YDL183C	INPUT
MRX20	YFR045W	INPUT
MRX21	YPR011C	INPUT
MRX3	YBL095W	NONE
MRX4	YPL168W	NONE
MRX6	YNL295W	NONE
MRX7	YNL211C	NONE
MRX8	YDR336W	NONE
MRX9	YDL027C	NONE
MSA1	YOR066W	STRUCTURE
MSA2	YKR077W	STRUCTURE
MSB1	YOR188W	NONE
MSB2	YGR014W	INPUT
MSB3	YNL293W	NONE
MSB4	YOL112W	NONE
MSC1	YML128C	NONE
MSC2	YDR205W	INPUT
MSC3	YLR219W	NONE
MSC6	YOR354C	NONE
MSC7	YHR039C	NONE
MSD1	YPL104W	NONE
MSE1	YOL033W	NONE
MSF1	YPR047W	NONE
MSG5	YNL053W	NONE
MSH1	YHR120W	STRUCTURE
MSH2	YOL090W	STRUCTURE
MSH3	YCR092C	STRUCTURE
MSH4	YFL003C	NONE
MSH5	YDL154W	STRUCTURE
MSH6	YDR097C	STRUCTURE
MSI1	YBR195C	STRUCTURE
MSK1	YNL073W	NONE
MSL1	YIR009W	NONE
MSL5	YLR116W	NONE
MSM1	YGR171C	NONE
MSN1	YOL116W	NONE
MSN2	YMR037C	NONE
MSN4	YKL062W	NONE
MSN5	YDR335W	NONE
MSO1	YNR049C	NONE
MSP1	YGR028W	NONE
MSR1	YHR091C	NONE
MSS1	YMR023C	NONE
MSS11	YMR164C	NONE
MSS116	YDR194C	NONE
MSS18	YPR134W	NONE
MSS2	YDL107W	NONE
MSS4	YDR208W	NONE
MSS51	YLR203C	NONE
MST1	YKL194C	NONE
MST27	YGL051W	NONE
MST28	YAR033W	NONE
MSW1	YDR268W	NONE
MSY1	YPL097W	NONE
MTC1	YJL123C	NONE
MTC2	YKL098W	NONE
MTC3	YGL226W	NONE
MTC4	YBR255W	NONE
MTC5	YDR128W	NONE
MTC6	YHR151C	NONE
MTC7	YEL033W	NONE
MTD1	YKR080W	NONE
MTE1	YGR042W	NONE
MTF1	YMR228W	NONE
MTF2	YDL044C	NONE
MTG1	YMR097C	STRUCTURE
MTG2	YHR168W	NONE
MTH1	YDR277C	INPUT
MTL1	YGR023W	INPUT
MTM1	YGR257C	NONE
MTO1	YGL236C	NONE
MTQ1	YNL063W	NONE
MTQ2	YDR140W	STRUCTURE
MTR10	YOR160W	NONE
MTR2	YKL186C	NONE
MTR3	YGR158C	NONE
MTR4	YJL050W	NONE
MTW1	YAL034W-A	STRUCTURE
MUB1	YMR100W	NONE
MUD1	YBR119W	NONE
MUD2	YKL074C	NONE
MUK1	YPL070W	NONE
MUM2	YBR057C	NONE
MUM3	YOR298W	NONE
MUP1	YGR055W	INPUT
MUP3	YHL036W	INPUT
MUS81	YDR386W	STRUCTURE
MVB12	YGR206W	NONE
MVD1	YNR043W	NONE
MVP1	YMR004W	NONE
MXR1	YER042W	INPUT
MXR2	YCL033C	INPUT
MYG1	YER156C	NONE
MYO1	YHR023W	STRUCTURE
MYO2	YOR326W	STRUCTURE
MYO3	YKL129C	INPUT
MYO4	YAL029C	NONE
MYO5	YMR109W	INPUT
MZM1	YDR493W	STRUCTURE
NAB2	YGL122C	NONE
NAB3	YPL190C	NONE
NAB6	YML117W	NONE
NAF1	YNL124W	STRUCTURE
NAG1	YGR031C-A	STRUCTURE
NAM2	YLR382C	NONE
NAM7	YMR080C	NONE
NAM8	YHR086W	NONE
NAM9	YNL137C	STRUCTURE
NAN1	YPL126W	STRUCTURE
NAP1	YKR048C	STRUCTURE
NAR1	YNL240C	NONE
NAS2	YIL007C	STRUCTURE
NAS6	YGR232W	STRUCTURE
NAT1	YDL040C	NONE
NAT2	YGR147C	NONE
NAT3	YPR131C	NONE
NAT4	YMR069W	NONE
NAT5	YOR253W	NONE
NBA1	YOL070C	NONE
NBL1	YHR199C-A	STRUCTURE
NBP1	YLR457C	NONE
NBP2	YDR162C	NONE
NBP35	YGL091C	NONE
NCA2	YPR155C	NONE
NCA3	YJL116C	NONE
NCB2	YDR397C	NONE
NCE101	YJL205C	NONE
NCE102	YPR149W	NONE
NCE103	YNL036W	INPUT
NCL1	YBL024W	NONE
NCP1	YHR042W	NONE
NCR1	YPL006W	INPUT
NCS2	YNL119W	NONE
NCS6	YGL211W	NONE
NCW1	YMR122W-A	NONE
NCW2	YLR194C	STRUCTURE
NDC1	YML031W	NONE
NDC80	YIL144W	STRUCTURE
NDD1	YOR372C	STRUCTURE
NDE1	YMR145C	NONE
NDE2	YDL085W	NONE
NDI1	YML120C	NONE
NDJ1	YOL104C	NONE
NDL1	YLR254C	STRUCTURE
NDT80	YHR124W	STRUCTURE
NEJ1	YLR265C	STRUCTURE
NEL1	YHR035W	NONE
NEM1	YHR004C	NONE
NEO1	YIL048W	NONE
NET1	YJL076W	STRUCTURE
NEW1	YPL226W	STRUCTURE
NFG1	YLR042C	NONE
NFI1	YOR156C	STRUCTURE
NFS1	YCL017C	NONE
NFT1	YKR103W	INPUT
NFU1	YKL040C	NONE
NGG1	YDR176W	STRUCTURE
NGK1	YLR446W	NONE
NGL1	YOL042W	NONE
NGL2	YMR285C	NONE
NGL3	YML118W	NONE
NGR1	YBR212W	STRUCTURE
NHA1	YLR138W	INPUT
NHP10	YDL002C	NONE
NHP2	YDL208W	STRUCTURE
NHP6A	YPR052C	STRUCTURE
NHP6B	YBR089C-A	STRUCTURE
NHX1	YDR456W	INPUT
NIC96	YFR002W	NONE
NIF3	YGL221C	NONE
NIP1	YMR309C	NONE
NIP100	YPL174C	NONE
NIP7	YPL211W	STRUCTURE
NIS1	YNL078W	NONE
NIT1	YIL164C	NONE
NIT2	YJL126W	NONE
NIT3	YLR351C	NONE
NKP1	YDR383C	STRUCTURE
NKP2	YLR315W	STRUCTURE
NMA1	YLR328W	NONE
NMA111	YNL123W	NONE
NMA2	YGR010W	NONE
NMD2	YHR077C	NONE
NMD3	YHR170W	NONE
NMD4	YLR363C	NONE
NMD5	YJR132W	NONE
NME1	YNCN0013W	NONE
NMT1	YLR195C	NONE
NNF1	YJR112W	STRUCTURE
NNF2	YGR089W	NONE
NNK1	YKL171W	NONE
NNR1	YNL200C	NONE
NNR2	YKL151C	NONE
NNT1	YLR285W	NONE
NOB1	YOR056C	STRUCTURE
NOC2	YOR206W	STRUCTURE
NOC3	YLR002C	STRUCTURE
NOC4	YPR144C	STRUCTURE
NOG1	YPL093W	STRUCTURE
NOG2	YNR053C	STRUCTURE
NOP1	YDL014W	STRUCTURE
NOP10	YHR072W-A	STRUCTURE
NOP12	YOL041C	STRUCTURE
NOP13	YNL175C	NONE
NOP14	YDL148C	STRUCTURE
NOP15	YNL110C	STRUCTURE
NOP16	YER002W	STRUCTURE
NOP19	YGR251W	STRUCTURE
NOP2	YNL061W	STRUCTURE
NOP4	YPL043W	STRUCTURE
NOP53	YPL146C	STRUCTURE
NOP56	YLR197W	STRUCTURE
NOP58	YOR310C	STRUCTURE
NOP6	YDL213C	STRUCTURE
NOP7	YGR103W	STRUCTURE
NOP8	YOL144W	STRUCTURE
NOP9	YJL010C	STRUCTURE
NOT3	YIL038C	NONE
NOT5	YPR072W	NONE
NPA3	YJR072C	NONE
NPC2	YDL046W	NONE
NPL3	YDR432W	STRUCTURE
NPL4	YBR170C	STRUCTURE
NPL6	YMR091C	STRUCTURE
NPP1	YCR026C	NONE
NPP2	YEL016C	NONE
NPR1	YNL183C	NONE
NPR2	YEL062W	NONE
NPR3	YHL023C	NONE
NPT1	YOR209C	NONE
NPY1	YGL067W	NONE
NQM1	YGR043C	INPUT
NRD1	YNL251C	NONE
NRE1	YIR035C	NONE
NRG1	YDR043C	NONE
NRG2	YBR066C	NONE
NRK1	YNL129W	NONE
NRM1	YNR009W	STRUCTURE
NRP1	YDL167C	NONE
NRS1	YLR053C	NONE
NRT1	YOR071C	INPUT
NSA1	YGL111W	STRUCTURE
NSA2	YER126C	STRUCTURE
NSE1	YLR007W	STRUCTURE
NSE3	YDR288W	STRUCTURE
NSE4	YDL105W	STRUCTURE
NSE5	YML023C	STRUCTURE
NSG1	YHR133C	NONE
NSG2	YNL156C	NONE
NSI1	YDR026C	NONE
NSL1	YPL233W	STRUCTURE
NSP1	YJL041W	NONE
NSR1	YGR159C	NONE
NST1	YNL091W	NONE
NTA1	YJR062C	NONE
NTC20	YBR188C	NONE
NTE1	YML059C	NONE
NTF2	YER009W	NONE
NTG1	YAL015C	BOTH
NTG2	YOL043C	STRUCTURE
NTH1	YDR001C	NONE
NTH2	YBR001C	NONE
NTO1	YPR031W	NONE
NTR2	YKR022C	NONE
NUC1	YJL208C	NONE
NUD1	YOR373W	STRUCTURE
NUF2	YOL069W	STRUCTURE
NUG1	YER006W	STRUCTURE
NUM1	YDR150W	NONE
NUP1	YOR098C	NONE
NUP100	YKL068W	NONE
NUP116	YMR047C	NONE
NUP120	YKL057C	NONE
NUP133	YKR082W	NONE
NUP145	YGL092W	NONE
NUP157	YER105C	NONE
NUP159	YIL115C	NONE
NUP170	YBL079W	STRUCTURE
NUP188	YML103C	NONE
NUP192	YJL039C	NONE
NUP2	YLR335W	NONE
NUP42	YDR192C	NONE
NUP49	YGL172W	NONE
NUP53	YMR153W	STRUCTURE
NUP57	YGR119C	NONE
NUP60	YAR002W	NONE
NUP82	YJL061W	NONE
NUP84	YDL116W	NONE
NUP85	YJR042W	NONE
NUR1	YDL089W	NONE
NUS1	YDL193W	NONE
NUT1	YGL151W	NONE
NUT2	YPR168W	NONE
NVJ1	YHR195W	NONE
NVJ2	YPR091C	NONE
NVJ3	YDR179W-A	NONE
NYV1	YLR093C	NONE
OAC1	YKL120W	INPUT
OAF1	YAL051W	NONE
OAF3	YKR064W	NONE
OAR1	YKL055C	NONE
OAZ1	YPL052W	NONE
OCA1	YNL099C	INPUT
OCA2	YNL056W	NONE
OCA4	YCR095C	NONE
OCA5	YHL029C	NONE
OCA6	YDR067C	NONE
OCH1	YGL038C	NONE
OCT1	YKL134C	NONE
ODC1	YPL134C	INPUT
ODC2	YOR222W	INPUT
OGG1	YML060W	STRUCTURE
OKP1	YGR179C	STRUCTURE
OLA1	YBR025C	NONE
OLE1	YGL055W	NONE
OLI1		INPUT
OM14	YBR230C	NONE
OM45	YIL136W	NONE
OMA1	YKR087C	INPUT
OMS1	YDR316W	NONE
OPI1	YHL020C	NONE
OPI10	YOL032W	NONE
OPI3	YJR073C	NONE
OPT1	YJL212C	INPUT
OPT2	YPR194C	INPUT
OPY1	YBR129C	NONE
OPY2	YPR075C	NONE
ORA1	YMR226C	NONE
ORC1	YML065W	STRUCTURE
ORC2	YBR060C	STRUCTURE
ORC3	YLL004W	STRUCTURE
ORC4	YPR162C	STRUCTURE
ORC5	YNL261W	STRUCTURE
ORC6	YHR118C	STRUCTURE
ORM1	YGR038W	NONE
ORM2	YLR350W	NONE
ORT1	YOR130C	NONE
OSH2	YDL019C	NONE
OSH3	YHR073W	NONE
OSH6	YKR003W	NONE
OSH7	YHR001W	NONE
OSI1	YKL071W	NONE
OSM1	YJR051W	NONE
OST1	YJL002C	NONE
OST2	YOR103C	NONE
OST3	YOR085W	NONE
OST4	YDL232W	NONE
OST5	YGL226C-A	NONE
OST6	YML019W	NONE
OSW1	YOR255W	NONE
OSW2	YLR054C	NONE
OSW7	YFR039C	NONE
OTO1	YGR227C-A	NONE
OTU1	YFL044C	NONE
OTU2	YHL013C	NONE
OXA1	YER154W	NONE
OXP1	YKL215C	NONE
OXR1	YPL196W	NONE
OYE2	YHR179W	NONE
OYE3	YPL171C	NONE
PAA1	YDR071C	STRUCTURE
PAB1	YER165W	NONE
PAC1	YOR269W	STRUCTURE
PAC10	YGR078C	STRUCTURE
PAC11	YDR488C	NONE
PAC2	YER007W	STRUCTURE
PAD1	YDR538W	NONE
PAF1	YBR279W	STRUCTURE
PAH1	YMR165C	NONE
PAI3	YMR174C	NONE
PAL1	YDR348C	NONE
PAL2	YHR097C	NONE
PAM1	YDR251W	NONE
PAM16	YJL104W	NONE
PAM17	YKR065C	NONE
PAM18	YLR008C	NONE
PAN1	YIR006C	NONE
PAN2	YGL094C	NONE
PAN3	YKL025C	STRUCTURE
PAN5	YHR063C	NONE
PAN6	YIL145C	NONE
PAP1	YKR002W	NONE
PAP2	YOL115W	STRUCTURE
PAR32	YDL173W	NONE
PAT1	YCR077C	STRUCTURE
PAU1	YJL223C	NONE
PAU10	YDR542W	NONE
PAU11	YGL261C	NONE
PAU12	YGR294W	NONE
PAU13	YHL046C	NONE
PAU14	YIL176C	NONE
PAU15	YIR041W	NONE
PAU16	YKL224C	NONE
PAU17	YLL025W	NONE
PAU18	YLL064C	NONE
PAU19	YMR325W	NONE
PAU2	YEL049W	NONE
PAU20	YOL161C	NONE
PAU21	YOR394W	NONE
PAU22	YPL282C	NONE
PAU23	YLR037C	STRUCTURE
PAU24	YBR301W	STRUCTURE
PAU3	YCR104W	NONE
PAU4	YLR461W	NONE
PAU5	YFL020C	NONE
PAU6	YNR076W	NONE
PAU7	YAR020C	NONE
PAU8	YAL068C	NONE
PAU9	YBL108C-A	NONE
PBA1	YLR199C	NONE
PBI1	YPL272C	NONE
PBI2	YNL015W	NONE
PBN1	YCL052C	NONE
PBP1	YGR178C	NONE
PBP2	YBR233W	NONE
PBP4	YDL053C	NONE
PBR1	YNL181W	NONE
PBS2	YJL128C	INPUT
PBY1	YBR094W	NONE
PCA1	YBR295W	INPUT
PCC1	YKR095W-A	NONE
PCD1	YLR151C	STRUCTURE
PCF11	YDR228C	NONE
PCH2	YBR186W	NONE
PCI8	YIL071C	NONE
PCK1	YKR097W	NONE
PCL1	YNL289W	STRUCTURE
PCL10	YGL134W	NONE
PCL2	YDL127W	STRUCTURE
PCL5	YHR071W	STRUCTURE
PCL6	YER059W	NONE
PCL7	YIL050W	STRUCTURE
PCL8	YPL219W	NONE
PCL9	YDL179W	STRUCTURE
PCM1	YEL058W	STRUCTURE
PCP1	YGR101W	NONE
PCS60	YBR222C	NONE
PCT1	YGR202C	NONE
PDA1	YER178W	NONE
PDB1	YBR221C	NONE
PDC1	YLR044C	NONE
PDC2	YDR081C	NONE
PDC5	YLR134W	NONE
PDC6	YGR087C	NONE
PDE1	YGL248W	NONE
PDE2	YOR360C	INPUT
PDH1	YPR002W	NONE
PDI1	YCL043C	STRUCTURE
PDL32	YMR087W	NONE
PDP3	YLR455W	NONE
PDR1	YGL013C	NONE
PDR10	YOR328W	INPUT
PDR11	YIL013C	INPUT
PDR12	YPL058C	INPUT
PDR15	YDR406W	INPUT
PDR16	YNL231C	NONE
PDR17	YNL264C	NONE
PDR18	YNR070W	INPUT
PDR3	YBL005W	NONE
PDR5	YOR153W	INPUT
PDR8	YLR266C	NONE
PDS1	YDR113C	STRUCTURE
PDS5	YMR076C	STRUCTURE
PDX1	YGR193C	NONE
